lang,id,company,project_name,province,location,capital_cost,capital_cost_range,status,clean_technology,clean_technology_type,line_type,lat,lon,paths,type,source_org,source_url
en,2122,Yun Ka Whu'ten Holdings,Biomass Project - Anahim Lake,British Columbia,"Cariboo, Anahim Lake",15.00,10 - 50 ,Planned,Yes,Bioenergy,,52.46535345624128,-125.31755776109446,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0938,Cedar LNG  (partnership between Pembina Pipeline Corporation and Haisla Nation),Cedar LNG,British Columbia,Kitimat,"4,000.00","2,500 - 5,000",Planned,No,N/A,,53.9254160368947,-128.72793278374058,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4081,BC Hydro,Cheakamus Recoat Units 1 & 2 Penstock Project,British Columbia,Squamish,35.00,10 - 50 ,Under Construction,Yes,Hydro,,49.702858623121855,-123.15902656864714,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0970,Creative Energy Vancouver Platforms Inc.,Creative Energy Plant,British Columbia,Vancouver,100.00,100 - 250,Under Construction,Yes,Bioenergy,,49.27818960970724,-123.11245344429159,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4106,BC Hydro,Downtown Vancouver Electricity Supply - West End Strategic Property Purchase,British Columbia,Vancouver,81.00,50 - 100,Under Construction,No,N/A,,49.274225608574376,-123.12562044560613,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0188,Fosthall Creek Power LP,Fosthall Creek Hydropower Project,British Columbia,Nakusp,50.00,50 - 100,Planned,Yes,Hydro,,50.241338271704784,-117.80108978074341,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0965,BC Hydro,G.M. Shrum Units 1 to 10 Control Systems Upgrade Project,British Columbia,Hudson Hope,75.00,50 - 100,Under Construction,No,N/A,,56.01667596272236,-122.2027623146087,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0010,Aeolis / Boralex,Hackney Hills Wind Park,British Columbia,Fort St. John,400.00,250 - 500,Planned,Yes,Wind,,56.24926915303787,-120.84756646255396,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0208,Hawkeye Energy Corp.,Hawkeye Green Energy Grid Project,British Columbia,Powell River,450.00,250 - 500,Planned,Yes,Hydro,,49.83605046771149,-124.52480981895786,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0980,Kruger Energy Inc.,Isle Pierre Wind Farm,British Columbia,Prince George,400.00,250 - 500,Planned,Yes,Wind,,53.912783744705926,-123.40390597474111,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4116,Alcan Aluminum Ltd. and the Province of BC,Kenney Dam Cold Water Release Facility,British Columbia,Vanderhoof,275.00,250 - 500,Planned,No,N/A,,53.566672534048,-124.95001709775694,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0165,WindRiver Power Corp.,Kinskuch Hydroelectric Project,British Columbia,Iskut,300.00,250 - 500,Planned,Yes,Hydro,,57.85717888202591,-129.97926772233177,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,1037,"Nisga'a Nation, Western LNG, Rockies LNG Partners",Ksi Lisims LNG,British Columbia,Nasoga Gulf,"10,000.00","10,000 +",Planned,No,N/A,,54.9015738613368,-130.0726223522332,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0974,Enbridge/ Borealis Inc./ Kitselas First Nation,Lakelse Geothermal Power Plant,British Columbia,Terrace,120.00,100 - 250,Planned,Yes,Bioenergy,,54.44564506940774,-128.5403179643181,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4108,BCHydro,LNG Canada Load Interconnection Project,British Columbia,Kitimat,82.00,50 - 100,Under Construction,No,N/A,,54.06154105091425,-128.63390482274906,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6046,"LNG Canada (Shell Canada Limited, PETRONAS, Korea Gas Corporation (KOGAS), Mitsubishi Corporation, and PetroChina Company Limited)",LNG Canada Phase 2,British Columbia,Kitimat,"25,000.00","10,000 +",Planned,No,N/A,,54.08195605054043,-128.63807583162247,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0764,Highwater Power Corporation Altagas Ltd.,Log Creek Water Power  Project,British Columbia,Boston Bar,20.00,10 - 50 ,Planned,Yes,Hydro,,49.9389418236295,-121.54588336902086,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0027,Syntaris Power Corp.,Lower Wood River Hydropower Project,British Columbia,Mica,144.00,100 - 250,Planned,Yes,Hydro,,52.00866727854351,-118.56378144940811,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,9069,Meager Creek Development Corporation (https://meagercreek.ca/),Meager Creek Geothermal Project,British Columbia,Whistler,100.00,100 - 250,Planned,Yes,Geothermal,,50.57870562402451,-123.45882586761996,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4079,BC Hydro,Mica 600V Circuit Breaker Upgrades Project,British Columbia,Revelstoke,32.00,10 - 50 ,Under Construction,Yes,Hydro,,51.049743272838825,-118.19468608791263,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4093,BC Hydro,Mica Modernize Controls (Digital) Project,British Columbia,Revelstoke,56.00,50 - 100,Under Construction,Yes,Hydro,,51.001448269397514,-118.19375507247065,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,9077,"Ecoener Energie Canada Inc. (Ecoener, Lheidli T'enneh)",Nilhts'i Ecoener Project ,British Columbia,Hixon,425.00,250 - 500,Planned,Yes,Wind,,53.430879068945806,-122.33631121760547,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0067,BC Hydro,Peace River Site C Hydro-electric project,British Columbia,Fort St. John,"16,000.00","10,000 +",Under Construction,Yes,Hydro,,56.250795152938124,-120.8483104651631,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0707,Port Alberni Harbour Authority,Port Alberni LNG Export Facility,British Columbia,Port Alberni,"1,600.00","1,000 - 2,500",Planned,No,N/A,,49.23001940949698,-124.81107569248316,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0983,Red Willow Wind LP,Red Willow Wind Farm,British Columbia,Tumbler Ridge,480.00,250 - 500,Planned,Yes,Wind,,54.80866917107059,-120.37502777981982,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4119,AltaGas / Vopak Development Canada Inc.,Ridley Island Energy Export Facility (REEF),British Columbia,Prince Rupert,750.00,"750 - 1,000",Planned,No,N/A,,54.31419282379263,-130.32220114276933,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0545,Holmes Hydro,Robson Valley Hydroelectric Project,British Columbia,McBride,200.00,100 - 250,Planned,Yes,Hydro,,53.34686518237983,-119.84065113668431,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0692,EDF Renouvelables,Taylor Wind Project,British Columbia,Taylor,600.00,500 - 750,Planned,Yes,Wind,,55.99995315826963,-120.76406333996326,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5060,Fortis,Tilbury LNG Phase 1B,British Columbia,Delta,60.00,50 - 100,Planned,No,N/A,,49.141803214496605,-123.02352039431199,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0943,Tilbury Jetty LP,Tilbury Marine Jetty,British Columbia,Delta,175.00,100 - 250,Planned,No,N/A,,49.141803214496605,-123.02352039431199,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4170,Fortis BC,Tilbury Phase 2 LNG expansion project,British Columbia,Delta,"3,000.00","2,500 - 5,000",Planned,No,N/A,,49.14240561290611,-123.03421539525135,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5010,Deh Tai GP Ltd,Tu Deh Kah Geothermal Development,British Columbia,Fort Nelson,100.00,100 - 250,Planned,Yes,Bioenergy,,58.772043036142314,-122.66014132981157,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,2025,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,British Columbia,"Vancouver Island/Coast, Port Alice",18.00,10 - 50 ,Planned,Yes,Hydro,,50.43487012859043,-127.48676841941774,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0652,Woodfibre LNG,Woodfibre LNG project,British Columbia,Squamish,"6,880.00","5,000 - 10,000",Under Construction,No,N/A,,49.66667261106278,-123.2527935730007,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8329,Manitoba Hydro,Dauphin Vermillion 230kV Stn Capacity In,Manitoba,Dauphin,21.90,10 - 50 ,Under Construction,Yes,Hydro,,51.149008208168205,-100.04901080101858,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6045,Manitoba Hydro,Limestone Units 1-3 & 5-10 Stator Re-Wedge,Manitoba,Nelson River,38.60,10 - 50 ,Under Construction,Yes,Hydro,,56.50690927832008,-94.10691042372036,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6047,Manitoba Hydro,Long Spruce Generator Protection Replacement,Manitoba,Nelson River,22.00,10 - 50 ,Under Construction,Yes,Hydro,,56.39790924556829,-94.36921047473238,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,7073,Manitoba Hydro,Pointe du Bois Renewable Energy Project,Manitoba,Wpg River,308.40,250 - 500,Under Construction,Yes,Hydro,,50.30000851434925,-95.55000931596169,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4201,Manitoba Hydro,Portage Area Capacity Enhancements,Manitoba,Portage la Prarie Area,84.90,50 - 100,Under Construction,Yes,Hydro,,49.97230824054932,-98.29031004119356,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8328,Manitoba Hydro,Slave Falls 7 Bay Sluiceway Concrete Res,Manitoba,Wpg River,84.30,50 - 100,Under Construction,Yes,Hydro,,50.22200850338435,-95.56800930504849,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0298,NB Power and Partners,Smart Grid Investments Phase,New Brunswick,Various locations across NB  (St. John),147.00,100 - 250,Under Construction,Yes,Hydro,,45.275189351486695,-66.06856207473336,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,3645,Equinor Canada,Bay du Nord Offshore Oil Project,Newfoundland and Labrador,Offshore Newfoundland,"16,000.00","10,000 +",Planned,No,N/A,,47.900009903486,-46.69999236006142,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6029,LNG Newfoundland and Labrador,Grassy Point LNG,Newfoundland and Labrador,Grassy Point,"10,000.00","10,000 +",Planned,No,N/A,,47.752800932336214,-54.02714193437833,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0215,Husky Energy Inc.,White Rose Expansion,Newfoundland and Labrador,Offshore Newfoundland,"2,300.00","1,000 - 2,500",Under Construction,No,N/A,,47.100054801869035,-48.713372081034386,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0697,"Husky Energy Inc., Suncor, Nalcor Energy",White Rose Expansion - White Rose West,Newfoundland and Labrador,Offshore Newfoundland,"3,800.00","2,500 - 5,000",Under Construction,No,N/A,,46.471909691658915,-48.00539284949052,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6022,NTPC,Fort Providence and Kakisa Transmission Line,Northwest Territories,Highway 2/5 juction to Fort Providence,60.00,50 - 100,Planned,No,N/A,,60.97746477996914,-117.22141212864338,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5002,Inuvialuit Petroleum Corporation,Inuvialuit Energy Security Project,Northwest Territories,17km south of Tuktoyaktuk,160.00,100 - 250,Under Construction,No,N/A,,69.29740414354742,-133.07633015431946,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,3602,Enbridge Pipelines Inc.,Line 21 (Norman Wells Pipeline) Segment Replacement Project,Northwest Territories,Mackenzie River,53.00,50 - 100,Planned,No,N/A,,61.83390622649547,-121.09072054181792,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,1063,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Northwest Territories,Multiple locations,"1,200.00","1,000 - 2,500",Under Construction,Yes,Hydro,,61.443080421813875,-112.71445927184739,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8100,Natural Forces and WMA,Benjamin Mills Wind Project,Nova Scotia,"Dalmouth, Nova Scotia",68.00,50 - 100,Under Construction,Yes,Wind,,44.92060532934184,-64.24824743366972,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4220,Port Hawkesbury Paper,Goose Harbour Lake Wind Farm (formerly Pirate Harbour),Nova Scotia,Point Tupper,450.00,250 - 500,Under Construction,Yes,Wind,,45.60570360575094,-61.37092407029237,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8101,Elemental and Sipekne'katik,Higgins Mountain Wind Farm,Nova Scotia,"Wentworth, NS",250.00,250 - 500,Under Construction,Yes,Wind,,45.55120445602968,-63.60783123985326,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4204,Jupiter Hydro,In-Stream Tidal Demonstration Project,Nova Scotia,Bay of Fundy,23.30,10 - 50 ,Planned,Yes,Tidal,,45.357413405075945,-64.40966550695899,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4154,Sustane Technologies,Sustane Chester,Nova Scotia,"Chester, NS",16.00,10 - 50 ,Under Construction,Yes,Bioenergy,,44.71885929532686,-64.23958942328696,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4205,Nova Innovation,The Nova Tidal Array (Petit Passage),Nova Scotia,Petit Passage,22.00,10 - 50 ,Under Construction,Yes,Tidal,,44.3923451902667,-66.20675907830483,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8098,SWEB and Glooscap First Nation,Weavers Mountain Wind Farm,Nova Scotia,"Beaver Meadow, NS",225.00,100 - 250,Under Construction,Yes,Wind,,45.52644247857685,-62.17849274444202,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8116,Wahgoshig Solar FIT5 LP,Almonte BESS 2,Ontario,Mississippi Mills,29.00,10 - 50 ,Under Construction,Yes,Energy Storage,,45.19775099665911,-76.17348847476067,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0654,Bruce Power,Bruce Nuclear Refurbishment,Ontario,Tiverton,"13,000.00","10,000 +",Under Construction,Yes,Nuclear,,44.32730859487263,-81.58610414476549,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0333,Ontario Power Generation,Darlington Refurbishment Project,Ontario,Clarington,"12,800.00","10,000 +",Under Construction,Yes,Nuclear,,43.86987765370181,-78.71949018864062,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8119,Brookfield Renewable Power Inc. Evolugen,Fitzroy South March BESS,Ontario,Ottawa,650.00,500 - 750,Planned,Yes,Energy Storage,,45.44589903736743,-76.21521251147493,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,9155,Capital Power Corporation,Goreway BESS,Ontario,Brampton,161.00,100 - 250,Planned,Yes,Energy Storage,,43.74641338974536,-79.67939073370556,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8109,Hagersville Battery Storage Inc. (Boralex Inc.),Hagersville Battery Energy Storage Park,Ontario,Hagersville,538.00,500 - 750,Planned,Yes,Energy Storage,,42.930008422745985,-80.12000355542577,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0644,Ontario Power Generation,New Nuclear Power Plant - Darlington Small Modular Reactor Project,Ontario,Darlington,"20,900.00","10,000 +",Under Construction,Yes,Nuclear,,43.872692654798904,-78.70653018556989,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8128,Ontario Power Generation,Pickering Refubrishment Project,Ontario,Pickering,"6,200.00","5,000 - 10,000",Planned,Yes,Nuclear,,43.80990862687256,-79.06620329514541,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8108,Ontario Power Generation,R.H. Saunders Refurbishment,Ontario,Cornwall,600.00,500 - 750,Planned,Yes,Hydro,,45.00962902123348,-74.78765200244551,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4148,Ontario Power Generation,Ranney Falls Expansion,Ontario,Campbellford,77.00,50 - 100,Under Construction,No,N/A,,44.291789769462085,-77.8011840315436,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5067,Ontario Power Generation,Redevelopment of Coniston station,Ontario,Sudbury,85.00,50 - 100,Planned,Yes,Hydro,,46.4746189873983,-80.81837312268169,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5066,Ontario Power Generation,Redevelopment of the Calabogie site,Ontario,Greater Madawaska,137.00,100 - 250,Under Construction,Yes,Hydro,,45.303539991518605,-76.7107076610028,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8107,Ontario Power Generation,Sir Adam Beck Complex Refurbishment,Ontario,Niagara Falls,"1,000.00","1,000 - 2,500",Planned,Yes,Hydro,,43.14910851148513,-79.04442323243475,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8115,Potentia Renewables Inc.,Skyview 2 Battery Energy Storage System,Ontario,Edwardsburgh-Cardinal,750.00,"750 - 1,000",Planned,Yes,Energy Storage,,44.14855878536593,-76.84013260635508,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8111,Tilbury Battery Storage Inc. ( Boralex Inc.),Tilbury Battery Storage,Ontario,Lakeshore,172.00,100 - 250,Under Construction,Yes,Energy Storage,,42.28000819610947,-82.43000421722917,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8124,Trailroad BESS Inc. Evolugen,Trail Road BESS,Ontario,Ottawa,350.00,250 - 500,Planned,Yes,Energy Storage,,45.21372901650265,-75.75485233820912,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8112,Capital Power Corporation,York – Battery Energy Storage System,Ontario,King,352.00,250 - 500,Under Construction,Yes,Energy Storage,,44.08000865305886,-79.5300034689153,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,2020,PEI Energy Corporation,PEIEC Wind Farm #5,Prince Edward Island,Eastern Kings,80.00,50 - 100,Under Construction,Yes,Wind,,46.433855637314906,-62.0998197500688,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,7079,Invenergy,Skinners Pond Wind Energy Centre,Prince Edward Island,Sherbrooke; Tignish,85.00,50 - 100,Planned,Yes,Wind,,46.42192268375068,-63.77014007164625,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5077,Greenfield Global,Agrandissement usine d'éthanol à Varennes,Quebec,Varennes,120.00,100 - 250,Planned,Yes,Bioenergy,,45.68201108867333,-73.44098453886596,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,2110,"Nation Innue, RES et Boralex",Apuiat Wind Farm,Quebec,MRC de Sept-Rivières,608.00,500 - 750,Under Construction,Yes,Wind,,50.21057015396229,-66.37465246018533,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,1050,"Manouane Sipi, Société en commandite

",Centrale hydroélectrique Manouane Sipi (Dam B),Quebec,La Tuque,100.00,100 - 250,Planned,Yes,Hydro,,47.38120946849655,-73.57270179046289,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,3600,Fibre Pontiac,Fibre Pontiac (The Biomass Conversion Centre),Quebec,Pontiac,120.00,100 - 250,Planned,Yes,Bioenergy,,45.54231605809882,-76.10905848348709,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6031,Diageo Canada Inc.,Implantation de mesures de réduction des émissions de GES et de conversion énergétique,Quebec,Salaberry-de-Valleyfield,94.00,50 - 100,Planned,No,N/A,,45.256783648130806,-74.12034437396946,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,6101,Ville de Québec,Projet de valorisation de la vapeur de l'incinérateur pour le CHU de Québec - Université Laval,Quebec,Ville de Québec,43.80,10 - 50 ,Planned,Yes,Other,,46.83470946667822,-71.20330093275318,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0220,Hydro-Québec,Rénovation de groupes à la centrale électrique Beauharnois,Quebec,Beauharnois,"1,600.00","1,000 - 2,500",Under Construction,Yes,Hydro,,45.32898811241681,-73.87550572317538,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,7077,SAF + Consortium,SAF Consortium,Quebec,Montreal,200.00,100 - 250,Planned,Yes,Bioenergy,,45.597554774103884,-73.60407836987785,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,0703,StormFisher Hydrogen (formerly Recyclage Carbone Varennes),Usine de carburant à faible intensité carbone (inclut un électrolyseur),Quebec,Varennes,"1,490.00","1,000 - 2,500",Under Construction,Yes,Multiple,,45.681224190687864,-73.43509360332713,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,5076,Résolve Énergie,Usine de production d'éthanol cellulosique,Quebec,Chaudière-Appalaches,300.00,250 - 500,Planned,Yes,Bioenergy,,46.48334082923308,-70.61666490630381,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,7086,Énergir/WM Québec,WM Sainte-Sophie Landfill RNG Facility,Quebec,Saint-Sophie,200.00,100 - 250,Planned,Yes,Bioenergy,,45.84605120020925,-73.94108478705101,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,8319,Covenant Energy Ltd.,Covenant Energy  Renewable Diesel Facility,Saskatchewan,Lloydminster,920.00,"750 - 1,000",Planned,Yes,Bioenergy,,53.29464695644856,-109.98372702277987,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4217,Cenovus Energy Inc.,Spruce Lake East Lloyd,Saskatchewan,Spruce Lake,350.00,250 - 500,Under Construction,No,N/A,,53.54445448051496,-109.0896328587503,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,4219,Yukon Energy Corporation,Grid-Scale Battery Storage,Yukon,Whitehorse,35.00,10 - 50 ,Under Construction,Yes,Energy Storage,,60.77924202999076,-135.27313707668182,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
en,9209,Yukon Energy Corporation,Mayo hydro faciltity upgrades,Yukon,Mayo,200.00,100 - 250,Planned,Yes,Hydro,,63.6329138445514,-135.92850429038748,,point,Natural Resources Canada,https://natural-resources.canada.ca/science-data/data-analysis/natural-resources-major-projects-planned-under-construction-2024-2034
