id,lang,feature_id,company,project_name,province,location,capital_cost,capital_cost_range,status,clean_technology,clean_technology_type,line_type,lat,lon,paths,feature_type,fetched_at
2785,fr,850,Syncrude Canada Ltd.,Stage 4a - MLX-W,Alberta,Mildred Lake,"3 300,00",2 500 - 5 000,En construction,Non,N/A,,57.04521839482405,-111.58510376639647,,point,2026-03-27 08:15:27.406666
2786,fr,857,Bear Head Energy,Bear Head Energy,Nouvelle-Écosse,Richmond County,"8 000,00",5 000 - 10 000,Prévu,Non,N/A,,45.596597504749376,-61.35684146343753,,point,2026-03-27 08:15:27.406666
2787,fr,858,ConocoPhillips Canada,Surmont (ConocoPhillips),Alberta,Regional Municipality of Wood Buffalo,"6 000,00",5 000 - 10 000,Prévu,Non,N/A,,56.193607428181664,-110.950615259331,,point,2026-03-27 08:15:27.406666
2788,fr,938,Cedar LNG  (partnership between Pembina Pipeline Corporation and Haisla Nation),Cedar LNG,Colombie-Britanique,Kitimat,"4 600,00",2 500 - 5 000,Prévu,Non,N/A,,53.9254160368947,-128.72793278374058,,point,2026-03-27 08:15:27.406666
2789,fr,942,Watson Island LNG Corporation,Watson Island LNG,Colombie-Britanique,Prince Rupert,"270,00",250 - 500,Prévu,Non,N/A,,54.24115582634536,-130.2971731090514,,point,2026-03-27 08:15:27.406666
2790,fr,943,"Tilbury Jetty Marine Partnership (Fortis, Seaspan, Shell)",Tilbury Marine Jetty,Colombie-Britanique,Delta,"175,00",100 - 250,Prévu,Non,N/A,,49.141803214496605,-123.02352039431199,,point,2026-03-27 08:15:27.406666
2791,fr,965,BC Hydro,G.M. Shrum Units 1 to 10 Control Systems Upgrade Project,Colombie-Britanique,Hudson Hope,"75,00",50 - 100,En construction,Non,N/A,,56.01667596272236,-122.2027623146087,,point,2026-03-27 08:15:27.406666
2792,fr,1037,"Western LNG, Nisga'a Nation, Rockies LNG Partners",Ksi Lisims LNG,Colombie-Britanique,Nasoga Gulf,"10 000,00",10 000 +,Prévu,Non,N/A,,54.9015738613368,-130.0726223522332,,point,2026-03-27 08:15:27.406666
2793,fr,1057,Pacific Future Energy,Pacific Future Energy Oil Refinery,Colombie-Britanique,Kitimat,"10 000,00",10 000 +,Prévu,Non,N/A,,53.95290133774895,-128.72261179293892,,point,2026-03-27 08:15:27.406666
2794,fr,1077,Cenovus Energy Inc.,Christina Lake,Alberta,Cenovus Christina Lake,"900,00",750 - 1 000,Prévu,Non,N/A,,55.57643039920016,-110.89742500969423,,point,2026-03-27 08:15:27.406666
2795,fr,1079,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Alberta,Fort McMurray,"1 200,00",1 000 - 2 500,Prévu,Non,N/A,,56.288067353317636,-111.60424846001553,,point,2026-03-27 08:15:27.406666
2796,fr,1082,Cenovus Energy Inc.,Narrows Lake,Alberta,Meanook,"1 600,00",1 000 - 2 500,Prévu,Non,N/A,,54.61611003860595,-113.4264742565062,,point,2026-03-27 08:15:27.406666
2797,fr,1083,Value Creation Inc.,Heartland Upgrader,Alberta,Strathcona County,"2 000,00",1 000 - 2 500,Prévu,Non,N/A,,53.54873598659379,-113.35643586959304,,point,2026-03-27 08:15:27.406666
2798,fr,1090,Value Creation Inc.,Heartland Upgrader,Alberta,Strathcona County,"2 000,00",1 000 - 2 500,Prévu,Non,N/A,,53.77218080346211,-113.11677517041406,,point,2026-03-27 08:15:27.406666
2799,fr,1094,Imperial Oil Limited,Syncrude Mildred Lake Extension,Alberta,Regional Municipality of Wood Buffalo,"3 300,00",2 500 - 5 000,En construction,Non,N/A,,57.07271569259319,-111.58987053496057,,point,2026-03-27 08:15:27.406666
2800,fr,2060,Pacific Future Energy,Pacific Future Energy Refinery Project,Colombie-Britanique,Harrison Lake,"55,00",50 - 100,En construction,Non,N/A,,54.28390105591053,-128.61758690801616,,point,2026-03-27 08:15:27.406666
2801,fr,4106,BC Hydro,Downtown Vancouver Electricity Supply - West End Strategic Property Purchase,Colombie-Britanique,Vancouver,"81,00",50 - 100,En construction,Non,N/A,,49.274225608574376,-123.12562044560613,,point,2026-03-27 08:15:27.406666
2802,fr,4108,BCHydro,LNG Canada Load Interconnection Project,Colombie-Britanique,Kitimat,"82,00",50 - 100,En construction,Non,N/A,,54.06154105091425,-128.63390482274906,,point,2026-03-27 08:15:27.406666
2803,fr,4116,Alcan Aluminum Ltd. and the Province of BC,Kenney Dam Cold Water Release Facility,Colombie-Britanique,Vanderhoof,"275,00",250 - 500,Prévu,Non,N/A,,53.566672534048,-124.95001709775694,,point,2026-03-27 08:15:27.406666
2804,fr,4119,AltaGas / Vopak Development Canada Inc.,Ridley Island Energy Export Facility (REEF),Colombie-Britanique,Prince Rupert,"750,00",750 - 1 000,Prévu,Non,N/A,,54.31419282379263,-130.32220114276933,,point,2026-03-27 08:15:27.406666
2805,fr,4125,Nisga’a Nation,Nisga’a LNG,Colombie-Britanique,Nasoga Gulf,"10 000,00",10 000 +,Prévu,Non,N/A,,54.9015738613368,-130.0726223522332,,point,2026-03-27 08:15:27.406666
2806,fr,4126,Devon Energy Corporation/ BP JV,Pike,Alberta,Regional Municipality of Wood Buffalo,"1 900,00",1 000 - 2 500,Prévu,Non,N/A,,55.59941238878263,-110.99578104140443,,point,2026-03-27 08:15:27.406666
2807,fr,4148,Ontario Power Generation,Ranney Falls Expansion,Ontario,Campbellford,"77,00",50 - 100,En construction,Non,N/A,,44.291789769462085,-77.8011840315436,,point,2026-03-27 08:15:27.406666
2808,fr,4178,Suncor Energy Inc.,Suncor Power Cogeneration Units,Alberta,Regional Municipality of Wood Buffalo,"1 400,00",1 000 - 2 500,En construction,Non,N/A,,56.99719148314166,-111.48051880086578,,point,2026-03-27 08:15:27.406666
2809,fr,4217,Cenovus Energy Inc.,Spruce Lake East Lloyd,Saskatchewan,Spruce Lake,"350,00",250 - 500,En construction,Non,N/A,,53.54445448051496,-109.0896328587503,,point,2026-03-27 08:15:27.406666
2810,fr,5002,Inuvialuit Petroleum Corporation,Inuvialuit Energy Security Project,Territoires du Nord-Ouest,17km south of Tuktoyaktuk,"160,00",100 - 250,Prévu,Non,N/A,,69.2973931446749,-133.07630815535455,,point,2026-03-27 08:15:27.406666
2811,fr,5052,Fortis,Tilbury LNG Phase 2,Colombie-Britanique,Delta,"3 500,00",2 500 - 5 000,Prévu,Non,N/A,,49.141803214496605,-123.02352039431199,,point,2026-03-27 08:15:27.406666
2812,fr,5060,Fortis,Tilbury LNG Phase 1B,Colombie-Britanique,Delta,"60,00",50 - 100,Prévu,Non,N/A,,49.141803214496605,-123.02352039431199,,point,2026-03-27 08:15:27.406666
2813,fr,6022,NTPC,Fort Providence and Kakisa Transmission Line,Territoires du Nord-Ouest,Highway 2/5 juction to Fort Providence,"60,00",50 - 100,Prévu,Non,N/A,,60.97746477996914,-117.22141212864338,,point,2026-03-27 08:15:27.406666
2814,fr,6026,TransAlta Corporation,Ghost River WaterCharger Battery Energy Storage,Alberta,Rocky View County,"120,00",100 - 250,Prévu,Non,N/A,,51.21778868494428,-114.70461843700394,,point,2026-03-27 08:15:27.406666
2815,fr,6029,LNG Newfoundland and Labrador,Grassy Point LNG,Terre-Neuve-et-Labrador,Grassy Point,"10 000,00",10 000 +,Prévu,Non,N/A,,47.752800932336214,-54.02714193437833,,point,2026-03-27 08:15:27.406666
2816,fr,6031,Diageo Canada Inc.,Implantation de mesures de réduction des émissions de GES et de conversion énergétique,Québec,Salaberry-de-Valleyfield,"94,00",50 - 100,Prévu,Non,N/A,,45.256783648130806,-74.12034437396946,,point,2026-03-27 08:15:27.406666
2817,fr,6036,Imperial Oil,Kearl Oil Sand In-Pit Tailings Project,Alberta,Wood Buffalo,"750,00",750 - 1 000,En construction,Non,N/A,,57.41143546491772,-111.16349881604737,,point,2026-03-27 08:15:27.406666
2818,fr,6046,"LNG Canada (Shell Canada Limited, PETRONAS, Korea Gas Corporation (KOGAS), Mitsubishi Corporation, and PetroChina Company Limited)",LNG Canada Phase 2,Colombie-Britanique,Kitimat,"25 000,00",10 000 +,Prévu,Non,N/A,,54.08195605054043,-128.63807583162247,,point,2026-03-27 08:15:27.406666
2819,fr,6092,Suncor Energy Inc.,Suncor PURE Demonstration Facility,Alberta,Wood Buffalo,"52,50",50 - 100,Prévu,Non,N/A,,57.38056842064643,-111.50978688886617,,point,2026-03-27 08:15:27.406666
2820,fr,7026,ENMAX Energy Corp.,Enmax Substation No. 1,Alberta,Calgary,"200,00",100 - 250,En construction,Non,N/A,,51.04532474470257,-114.08001425483637,,point,2026-03-27 08:15:27.406666
2821,fr,7067,Enbridge Gas,Panhandle Regional Expansion,Ontario,"Municipalities of Chatham-Kent, Lakeshore, Leamington","358,00",250 - 500,Prévu,Non,N/A,,42.37063921550448,-82.38873021443506,,point,2026-03-27 08:15:27.406666
2822,fr,8004,Federation Group,Marguerite Lake Compressed Air Energy Storage,Alberta,Bonnyville No. 87,"500,00",500 - 750,Prévu,Non,N/A,,54.58571435205573,-110.80400462793247,,point,2026-03-27 08:15:27.410000
2823,fr,8013,Kineticor Resource Corp.,Greenlight Electricity Centre,Alberta,Sturgeon County,"4 500,00",2 500 - 5 000,Prévu,Non,N/A,,53.828815024705335,-113.17863492462718,,point,2026-03-27 08:15:27.410000
2824,fr,8017,Gibson Energy & Varme Energy JV,Heartland Waste to Power Project,Alberta,Strathcona County,"300,00",250 - 500,Prévu,Non,N/A,,53.775940037341286,-113.04027587325821,,point,2026-03-27 08:15:27.410000
2825,fr,8038,Cielo,Carseland Biomass Gasifier Project,Alberta,Wheatland County,"100,00",100 - 250,Prévu,Non,N/A,,50.88845380982432,-113.39973406570839,,point,2026-03-27 08:15:27.410000
2826,fr,8041,Cenovus Energy Inc.,Narrows Lake Tie-Back to Christina Lake,Alberta,Wood Buffalo,"300,00",250 - 500,En construction,Non,N/A,,55.59027140623013,-110.85275200395415,,point,2026-03-27 08:15:27.410000
2827,fr,8042,Canadian Natural Resources Ltd. (CNRL),Naphtha Recovery Unit Tailings Treatment Project,Alberta,Wood Buffalo,"350,00",250 - 500,Prévu,Non,N/A,,57.34739237729774,-111.84100795950293,,point,2026-03-27 08:15:27.410000
2828,fr,1023,Nukik Corp.,Kivalliq Hydro Fibre Link,Multiple,Gillam to Baker Lake,"1 600,00",1 000 - 2 500,Prévu,Oui,Hydro,Ligne de transmission,,,"[[{""lon"": -96.08108123795023, ""lat"": 64.32352700092815}, {""lon"": -92.09020595410392, ""lat"": 62.852285803744955}, {""lon"": -93.85470654436244, ""lat"": 56.67014512837238}]]",line,2026-03-27 08:15:27.410000
2829,fr,3641,Manitoba Hydro,Laverendrye-St.Vital 230kV Line & Breakers,Manitoba,Winnipeg,"58,70",50 - 100,En construction,Oui,Hydro,Ligne de transmission,,,"[[{""lon"": -97.36407173881346, ""lat"": 49.790575301930836}, {""lon"": -97.02171364896496, ""lat"": 49.836632336520424}, {""lon"": -97.30445959062916, ""lat"": 49.13351723019125}]]",line,2026-03-27 08:15:27.410000
2830,fr,4001,Hydro One,Hawthorne to Merivale transmission upgrades (Planned),Ontario,Ottawa,"21,30",10 - 50 ,En construction,Oui,Hydro,Ligne de transmission,,,"[[{""lon"": -75.60825830662024, ""lat"": 45.392181053744274}, {""lon"": -75.71923133636517, ""lat"": 45.325215037106126}]]",line,2026-03-27 08:15:27.410000
2831,fr,5064,Manitoba Hydro,Southwest Wpg 115kV Tsfrmr Improv-Phase2,Manitoba,Headingley,"62,00",50 - 100,En construction,Oui,Hydro,Ligne de transmission,,,"[[{""lon"": -97.01891667623597, ""lat"": 49.96927735136907}, {""lon"": -97.35313773911209, ""lat"": 49.80390130356868}]]",line,2026-03-27 08:15:27.410000
2832,fr,6063,Northriver Midstream NEBC Connector GP Inc.,NEBC Connector Project,Multiple,"NW of Wonovon, BC & Gordondale, AB","350,00",250 - 500,Prévu,Oui,Autre,Pipeline,,,"[[{""lon"": -122.0580179950256, ""lat"": 56.92280600646155}, {""lon"": -119.6917170664486, ""lat"": 55.839706295661244}]]",line,2026-03-27 08:15:27.410000
2833,fr,126,Connacher Oil & Gas Ltd.,Great Divide,Alberta,Regional Municipality of Wood Buffalo (RMWB),"600,00",500 - 750,Prévu,Non,N/A,Pipeline,,,"[[{""lon"": -111.82931544365083, ""lat"": 56.11350731592327}, {""lon"": -111.51219189344253, ""lat"": 56.146339143882436}]]",line,2026-03-27 08:15:27.410000
2834,fr,547,Hydro-Québec,Raccordement du complexe de La Romaine au réseau de transport,Québec,Camp satellite line 34 5KV,"1 300,00",1 000 - 2 500,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -63.127846286720974, ""lat"": 50.48894626974321}, {""lon"": -66.57519553477161, ""lat"": 50.22393715100787}]]",line,2026-03-27 08:15:27.410000
2835,fr,593,Enbridge,Westcoast Connector Gas Transmission Project,Colombie-Britanique,Fort St John to Prince Rupert,"6 000,00",5 000 - 10 000,Prévu,Non,N/A,Pipeline,,,"[[{""lon"": -122.62941305872116, ""lat"": 56.8369599253289}, {""lon"": -130.2868831416294, ""lat"": 54.322935828868324}]]",line,2026-03-27 08:15:27.410000
2836,fr,650,TransCanada,Prince Rupert Gas Transmission Project,Colombie-Britanique,North Montney to Port Edward (near Prince Rupert),"5 000,00",5 000 - 10 000,Prévu,Non,N/A,Pipeline,,,"[[{""lon"": -130.29346010802482, ""lat"": 54.23554282730339}, {""lon"": -122.01143165468748, ""lat"": 56.186844993859964}]]",line,2026-03-27 08:15:27.410000
2837,fr,651,FortisBC Energy (Vancouver Island) Inc.,Eagle Mountain - Woodfibre LNG Gas Pipeline Projects,Colombie-Britanique,Coquitlam to Squamish,"350,00",250 - 500,En construction,Non,N/A,Pipeline,,,"[[{""lon"": -122.79309839543868, ""lat"": 49.28492264787294}, {""lon"": -123.16078757162828, ""lat"": 49.714269623244}]]",line,2026-03-27 08:15:27.410000
2838,fr,885,Pacific Northern Gas Ltd.,Pacific Northern Gas Pipeline Looping Project,Colombie-Britanique,Kitimat To Summit Lake,"1 300,00",1 000 - 2 500,Prévu,Non,N/A,Pipeline,,,"[[{""lon"": -128.68556181861072, ""lat"": 54.03302404275836}, {""lon"": -122.63654198142927, ""lat"": 54.270993856528875}]]",line,2026-03-27 08:15:27.410000
2839,fr,956,Altalink,Chapel Rock to Pincher Creek Area Transmission Development,Alberta,M.D. of Pincher Creek No. 9,"500,00",500 - 750,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -114.3006649470084, ""lat"": 49.739204629756166}, {""lon"": -113.94712782972196, ""lat"": 49.5698936572677}]]",line,2026-03-27 08:15:27.410000
2840,fr,996,"AltaLink, ATCO",Central East Area Transmission Development,Alberta,Multiple locations,"332,00",250 - 500,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -110.8995250775973, ""lat"": 52.84847622790844}, {""lon"": -110.26338681525446, ""lat"": 52.48095427247306}]]",line,2026-03-27 08:15:27.410000
2841,fr,3206,Hydro-Québec,New England Clean Energy Connect (NECEC) project,Québec,Across the Quebec border through Beattie township Maine to Lewiston Maine,"950,00",750 - 1 000,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -70.98428277917243, ""lat"": 45.72302928630145}, {""lon"": -69.96081940375113, ""lat"": 45.333579251748986}, {""lon"": -70.21551841404592, ""lat"": 44.10385202430323}]]",line,2026-03-27 08:15:27.410000
2842,fr,3208,"Transmission Developers Inc. (TDI),",Transmission Line - Champlain Hudson Power Express,Québec,Runs south from Canada-US border to the New York metro area,"2 200,00",1 000 - 2 500,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -73.34309052831851, ""lat"": 45.09613609269886}, {""lon"": -73.92068542400284, ""lat"": 40.76311926957715}]]",line,2026-03-27 08:15:27.410000
2843,fr,3509,Wataynikaneyap Power,Wataynikaneyap Transmission Project,Ontario,Northwest Ontario,"1 900,00",1 000 - 2 500,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -92.49780627937037, ""lat"": 49.68148268733783}, {""lon"": -91.58400428261058, ""lat"": 51.1649399400299}, {""lon"": -90.19403390058937, ""lat"": 51.46765908434607}]]",line,2026-03-27 08:15:27.410000
2844,fr,4000,Hydro One,Northwest Bulk Transmission Line Waasigan Transmission Line,Ontario,Thunder Bay to Dryden,"1 200,00",1 000 - 2 500,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -89.24195708819956, ""lat"": 48.58398878515795}, {""lon"": -91.61500784379284, ""lat"": 48.74362863409662}, {""lon"": -92.84547841733615, ""lat"": 49.854038682594}]]",line,2026-03-27 08:15:27.410000
2845,fr,4073,PEI Energy Corporation,Western PEI Transmission Upgrade,Île-du-Prince-Édouard,"Western Prince County, PEI","44,00",10 - 50 ,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -63.77626077337365, ""lat"": 46.43472346996201}, {""lon"": -64.11740865242652, ""lat"": 46.96495485839825}]]",line,2026-03-27 08:15:27.410000
2846,fr,4215,Hydro One,Lakeshore Transmission Stations Project Leamington Area Transmission Reinforcement (Lakeshore Transmission Station & Chatham to Lakeshore Line),Ontario,Lakeshore Windsor-Essex,"257,00",250 - 500,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -82.60390209543951, ""lat"": 42.203014974089825}, {""lon"": -82.19044027432692, ""lat"": 42.40446445052515}]]",line,2026-03-27 08:15:27.410000
2847,fr,4231,Enbridge Frontier Inc.,Frontier NGL Plant and Pipeline Project,Colombie-Britanique,Chetwynd,"2 500,00",2 500 - 5 000,Prévu,Non,N/A,Pipeline,,,"[[{""lon"": -121.66892388778616, ""lat"": 55.71251502712359}, {""lon"": -120.72301079854081, ""lat"": 56.15324116754652}]]",line,2026-03-27 08:15:27.410000
2848,fr,6043,Hydro One,Chatham to Lakeshore Transmission Line,Ontario,"Lakeshore, Chatham-Kent Southwestern Ontario","253,00",250 - 500,En construction,Non,N/A,Ligne de transmission,,,"[[{""lon"": -82.19294415626445, ""lat"": 42.413388231634954}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.410000
2849,fr,6089,Hydro One,St.Clair Transmission Line,Ontario,"St.Clair, Chatham Kent","250,00",250 - 500,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -82.0953441230177, ""lat"": 42.385228232002554}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.410000
2850,fr,8130,Hydro One,Longwood to Lakeshore Phase 1,Ontario,Municipality of Strathroy-Caradoc to Municipality of Lakeshore,"800,00",750 - 1 000,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -81.62679402842653, ""lat"": 42.95939835627326}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.410000
2851,fr,8131,Hydro One,Longwood to Lakeshore Phase 2,Ontario,Municipality of Strathroy-Caradoc to Municipality of Lakeshore,"800,00",750 - 1 000,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -81.62679402842653, ""lat"": 42.95939835627326}, {""lon"": -82.70597430586251, ""lat"": 42.31002818826645}]]",line,2026-03-27 08:15:27.410000
2852,fr,8132,Hydro One,Mississagi to Third Line Transmission Line,Ontario,"Wharncliffe, Sault Ste. Marie","230,00",100 - 250,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -83.38830494393625, ""lat"": 46.420008838524176}, {""lon"": -84.32880525809954, ""lat"": 46.54500880450048}]]",line,2026-03-27 08:15:27.410000
2853,fr,8133,Hydro One,Northeast Power Line (Mississagi to Hanmer Transmissio Line),Ontario,"Wharncliffe, Sudbury","650,00",500 - 750,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -83.38830494393625, ""lat"": 46.420008838524176}, {""lon"": -80.92080417506084, ""lat"": 46.63170900785126}]]",line,2026-03-27 08:15:27.410000
2854,fr,8134,Hydro One,Greater Toronto Area East Line,Ontario,"Pickering/Oshawa, Peterborough","298,00",250 - 500,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -79.11390331526452, ""lat"": 43.85240863311178}, {""lon"": -78.84660323977157, ""lat"": 43.98230866757875}, {""lon"": -78.9320032982593, ""lat"": 44.311308720706165}]]",line,2026-03-27 08:15:27.410000
2855,fr,8135,TBD,Wawa to Porcupine,Ontario,"Timmins, Greater Sudbury","650,00",500 - 750,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -84.5469445005294, ""lat"": 47.88515089361095}, {""lon"": -94.90912907573089, ""lat"": 48.46564544491719}]]",line,2026-03-27 08:15:27.410000
2856,fr,8136,Hydro One,St. Thomas Line (including Centennial Transformer Station & Line),Ontario,City of London to St. Thomas,"381,00",250 - 500,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -81.1605128809628, ""lat"": 42.93962837493266}, {""lon"": -81.15351986738781, ""lat"": 42.793748349566286}]]",line,2026-03-27 08:15:27.410000
2857,fr,8137,PUC Transmisison,PUC Tx Project,Ontario,Sault Ste. Marie,"188,00",100 - 250,Prévu,Non,N/A,Ligne de transmission,,,"[[{""lon"": -84.39065727586261, ""lat"": 46.5273917973633}, {""lon"": -84.32880525809954, ""lat"": 46.54500880450048}]]",line,2026-03-27 08:15:27.410000
